Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:1904867	GO:0006606	protein import into nucleus	9.391e-03	0.000e+00	3.696e+00	2.012e-04
GO:1904867	GO:0070200	establishment of protein localization to telomere	2.356e-08	0.000e+00	5.901e+00	1.256e-06
GO:1904867	GO:0070199	establishment of protein localization to chromosome	9.796e-08	0.000e+00	5.493e+00	3.214e-06
GO:1904867	GO:0070198	protein localization to chromosome, telomeric region	1.388e-05	0.000e+00	5.488e+00	3.248e-06
GO:1904867	GO:0034502	protein localization to chromosome	1.147e-03	0.000e+00	4.257e+00	5.532e-05
GO:0007339	GO:0007339	binding of sperm to zona pellucida	4.095e-05	0.000e+00	4.697e+00	2.011e-05
GO:0007339	GO:0035036	sperm-egg recognition	7.961e-04	0.000e+00	4.641e+00	2.283e-05
GO:0007339	GO:0009988	cell-cell recognition	1.837e-03	0.000e+00	4.614e+00	2.429e-05
GO:1900744	GO:1900744	regulation of p38MAPK cascade	2.447e-04	0.000e+00	4.887e+00	1.297e-05
GO:1900744	GO:1900745	positive regulation of p38MAPK cascade	1.945e-03	0.000e+00	4.999e+00	1.002e-05
GO:0045540	GO:0045540	regulation of cholesterol biosynthetic process	7.961e-04	0.000e+00	5.463e+00	3.443e-06
GO:0045540	GO:0106118	regulation of sterol biosynthetic process	7.961e-04	0.000e+00	5.411e+00	3.883e-06
GO:0045540	GO:0090181	regulation of cholesterol metabolic process	7.564e-03	0.000e+00	5.178e+00	6.634e-06
GO:0038066	GO:0038066	p38MAPK cascade	2.259e-03	0.000e+00	5.406e+00	3.930e-06
GO:0014046	GO:0050432	catecholamine secretion	1.239e-03	0.000e+00	5.958e+00	1.102e-06
GO:0014046	GO:0014046	dopamine secretion	2.116e-03	0.000e+00	6.211e+00	6.147e-07
GO:0014046	GO:0051937	catecholamine transport	4.280e-03	0.000e+00	4.999e+00	1.003e-05
GO:0014046	GO:0048791	calcium ion-regulated exocytosis of neurotransmitter	5.333e-03	0.000e+00	5.586e+00	2.596e-06
GO:1905214	GO:1905214	regulation of RNA binding	2.529e-04	0.000e+00	5.745e+00	1.800e-06
GO:1905214	GO:1905216	positive regulation of RNA binding	9.602e-04	0.000e+00	5.859e+00	1.384e-06
GO:1905214	GO:1902415	regulation of mRNA binding	9.602e-04	0.000e+00	5.975e+00	1.058e-06
GO:0019081	GO:0019081	viral translation	1.466e-03	0.000e+00	5.427e+00	3.742e-06
